24	[[0.21381586088405904], [-0.14873367863823259], [-0.13109450070924006], [-0.2556530878655634], [0.4365769345583041], [-0.6797571472306166], [-0.4163027661227101], [0.053527270919214706], [-0.025264305512457817], [-0.1419019206205748]]	[[-0.36240134443049293], [0.40838118778717597], [0.017294718567220035], [-0.023824987027338807], [-0.42001530928501013], [0.6204759079301942], [0.2107603766028385], [0.20826178519528965], [-0.20203108476417664], [-0.10493166649902841]]
25	[[-0.31485840470142984], [0.4112729284015594], [-0.23608443387663666], [0.15952605919203539], [-0.4226866952958498], [0.395276384696918], [0.13821513169304386], [-0.04879104233196577], [0.3427875808647573], [-0.4202850974726721]]	[[-0.1948241280574943], [-0.3972272525769647], [0.4280086870636136], [-0.3602241898477063], [0.18938571706345236], [-0.41628531971961047], [-0.06142603382016313], [0.3926606036049601], [-0.10643330477774941], [0.3359422464078336]]
26	[[0.128161134968455], [-0.577288841157077], [-0.12655618502529073], [0.32790910648514227], [0.012454938672847696], [0.06258404637054012], [0.23881386813382574], [-0.2565458626534055], [-0.4573272711916848], [-0.4366961216731482]]	[[-0.04912176065749801], [0.5793712755966486], [0.02547745191270864], [-0.37373520204386124], [0.12618013732556171], [-0.30816390733600485], [-0.2202120425058491], [0.15601275131390388], [0.39246850916947096], [0.4287628739452133]]
27	[[-0.19853991542254454], [-0.02014495964102271], [-0.2203132857523537], [0.15197292591643985], [0.6184332943446386], [0.4491653076117251], [0.4246585405440522], [-0.31401670877999094], [0.09035114677568717], [0.13125721391552816]]	[[-0.2371203787410763], [-0.3543788950011837], [-0.5303519305516842], [0.10981709621510354], [0.3540517048497121], [0.4273010165860209], [-0.09924390718285084], [-0.06914829194306697], [-0.3733726820637182], [0.25075843418908583]]
28	[[0.14183905625871537], [-0.350634359606831], [-0.36318665017481305], [0.301241941051352], [-0.4606029079594879], [-0.3565253222998194], [0.18594763532836966], [-0.11916967786329623], [0.43110612560427836], [0.24574419030293204]]	[[-0.3801951908928455], [-0.47892196243025237], [-0.4290288463612306], [0.2426427069985228], [0.19409505224944337], [0.4904560518052505], [-0.09355872730359995], [-0.16008726462049097], [-0.2633549584146263], [0.03445441226128419]]
29	[[-0.4067502210364085], [-0.4495405494829397], [0.09974864061528094], [-0.42005744355284774], [-0.011824505063838534], [0.3780218247150183], [-0.4388916174473805], [0.2496688045815499], [0.08563838501893778], [0.20182886104908943]]	[[0.3312768220095235], [-0.21847659592385554], [0.4306877020330283], [-0.38029299638513814], [0.19336623801485223], [-0.2840389082971141], [-0.11265997062567297], [-0.43431588038473556], [-0.3308212202001598], [0.2890936670866673]]
30	[[0.1212773661921416], [0.3883824030840205], [-0.3371890222428795], [-0.21147779133506842], [0.18226512850352347], [-0.32231446571224454], [-0.39193094598687517], [-0.32101531945286976], [-0.380036522236533], [-0.3712626625720679]]	[[0.4060190217954831], [-0.46625870755551196], [0.2850367808812197], [-0.3981465121001677], [-0.12485326648133878], [0.32198336628012336], [0.41862770405754196], [0.12298238819224874], [0.11393870698702896], [-0.23530253365459328]]
31	[[0.5454777544645183], [0.02474278472296028], [0.04577878340160442], [0.1978212507147588], [-0.38402913836248487], [0.1300411129177369], [-0.31384320433831653], [0.11796716162644784], [-0.45754096337968453], [-0.4176915827283916]]	[[0.21959126139275367], [-0.4425245052571003], [0.43483232201537475], [0.38398168022215473], [-0.1854042388693376], [-0.26447417266026013], [-0.36715908561146954], [0.22662476035654674], [0.2596712361614136], [-0.24802341484833595]]
32	[[-0.1427137446704062], [0.057825456173087667], [0.753418297160033], [0.19166151065646655], [-0.5167870433239686], [0.2788986399404647], [-0.10237971488486072], [-0.08632342516316709], [0.06488704260392784], [0.07013395026676637]]	[[0.11090832262120734], [-0.11513054701116365], [0.7334028495690196], [0.30963139256979205], [-0.4853968929796052], [0.04766044406765776], [-0.13288484997611302], [0.0831440854748763], [-0.09829617256383674], [0.26187371118782815]]
33	[[-0.3425540763008765], [0.464248725885581], [-0.2254193927775757], [-0.2737692909894324], [0.4536977325183318], [0.19996271063119475], [-0.38987242526828914], [-0.10164803887060495], [-0.15754927386872747], [-0.3292187333241665]]	[[0.2691081929703668], [-0.45685262273552946], [0.4039539692421693], [0.17356880520680776], [-0.5205200804775901], [-0.13601091043229246], [0.31876662960204755], [0.1274084979962366], [0.09388869369551983], [0.330849246512811]]
34	[[-0.009991916741963841], [-0.33071472041657757], [-0.4862901556971811], [-0.06817640031592788], [-0.3226339258696516], [0.3464076038391508], [0.5031349295545708], [0.25027030419813795], [-0.06633121700150144], [-0.3242392746749272]]	[[-0.3448210078599611], [0.30850085162622276], [0.31379509084312546], [-0.19677163418640892], [0.4712800962343953], [-0.3065371760205368], [-0.4442168212034675], [0.18972027827406357], [0.1797661345047662], [-0.2589035752825113]]
35	[[-0.45457832106160795], [0.2680571624545356], [-0.11036554300063617], [-0.16848974877558], [-0.09021214717965262], [0.5019398054138963], [0.27694384322745436], [0.12734032104669776], [-0.20039293034898337], [-0.5364531509795841]]	[[-0.4597824694193479], [-0.2176648790606708], [0.07577960734408762], [-0.1507757891506414], [0.19589633874284604], [0.3395254024155235], [-0.006444028015320489], [0.003451739349429277], [-0.5055831896565307], [-0.5508407371207962]]
36	[[0.04670937323002081], [0.2666783065652847], [-0.25215216118914874], [-0.1517148508134824], [-0.3464456109214898], [0.5609422055997423], [0.3817486442302608], [-0.012220832764994152], [-0.4306663145786699], [0.2721529660364945]]	[[-0.32436264308074236], [-0.5143294298925273], [0.37482493204620654], [0.13492636688989487], [0.3539654154438532], [-0.4489856487268523], [-0.04789590328483649], [0.34778332879048673], [0.13536425607777455], [0.05572152099493953]]
37	[[-0.17231487787597088], [-0.4624505111746884], [-0.18830055628849082], [-0.24846042221426914], [-0.12297019535245875], [-0.3698487940990106], [0.052589720280740694], [-0.1084222623092866], [-0.3631923410193253], [-0.6007644172313539]]	[[-0.20831656191461984], [-0.39323413061443535], [-0.2505309028908642], [-0.44614898476713877], [-0.2003753168783409], [-0.03541540960030435], [-0.1897772708157682], [0.40292683322658057], [0.5335776638746461], [0.12522536065215184]]
38	[[0.32561384917522396], [-0.4515468611043051], [0.3097556660934375], [-0.21442062966467215], [0.14809066217229025], [-0.32199026069534276], [-0.3982908288272077], [-0.25473728022948133], [0.351986377987666], [0.2740923668923026]]	[[-0.13648833439594737], [0.2782328169561822], [0.35302951531752774], [-0.29549153406208617], [-0.4103622503174849], [0.4231091243848834], [-0.1885714564579628], [-0.2619996369066714], [0.07965957116141129], [0.4837821719781084]]
39	[[-0.40422357040297874], [0.39479288650421757], [0.5480578460032933], [0.13267544884299315], [0.36009838422060825], [-0.1837694463929327], [0.3925444952456229], [0.10628224402299538], [-0.16297664670760748], [0.08591370871262684]]	[[0.134867734295215], [0.33994501961910784], [-0.4048804219605781], [-0.4446076355187433], [-0.0026523712005857747], [0.241290366904937], [-0.09039954833889274], [-0.3903454948130201], [-0.41299103894356776], [0.3395771106703256]]
40	[[0.10432058389496665], [-0.4827784917487775], [-0.31917216721269326], [-0.11607428829017315], [0.45094146976106275], [0.07489451952319807], [0.14918051998154275], [0.3161388483664573], [0.1174227258178908], [0.5438326371444218]]	[[0.011160582098227536], [0.3078931778794416], [0.42138102393272386], [-0.24149088312189199], [-0.5311893880994856], [-0.12906004508974706], [-0.21175360223539405], [-0.4099776518366684], [0.2133705456395846], [-0.33456016556243456]]
41	[[-0.15832589903939429], [-0.09223078073243718], [0.41928958415776063], [0.12940676547067956], [-0.5169099551259358], [0.2200330632902515], [-0.21481278160357892], [-0.3042721730868733], [0.5360940942077502], [0.17928500075909695]]	[[0.03576094671278105], [-0.1255409685000504], [-0.31621770114019404], [-0.29546992017174695], [0.47778240853851345], [-0.32473787449901087], [0.03906203228520747], [0.39209805047885354], [-0.5496799528977712], [-0.06722365998162634]]
42	[[0.3347921875821237], [-0.3087490078326121], [0.10180294491829478], [-0.15724129950877655], [0.3240666702009454], [-0.2517795608765556], [-0.43382167416988554], [0.5321315393630629], [0.3174193916272263], [-0.13025794054615014]]	[[0.25321639687344827], [0.3435793370561791], [-0.3424642893148527], [0.16598971146551586], [-0.01853513141657014], [0.39818693093650526], [0.37086051901725775], [-0.417782100851149], [-0.4492459109848882], [0.014235230060601031]]
43	[[-0.13635773353208178], [-0.26895925306829604], [-0.2006243419613524], [-0.17722110696170454], [0.5916903457135149], [0.3145018116364296], [-0.18938522083205403], [0.10702959317155006], [-0.5230284862999341], [-0.25984667297529823]]	[[0.20456698039458218], [0.3991818992650402], [0.05538522769375188], [0.3344118854035482], [-0.5758535636609607], [-0.3014958727733546], [0.40338557955400706], [0.13376979610950576], [0.24796641370579817], [0.1389194541298746]]
44	[[-0.32857295030035893], [-0.046289374781792784], [-0.12809651352626406], [0.15308236999360395], [0.6533888111318049], [0.06922579683266576], [-0.09661134360519388], [0.6248713469040443], [0.1286221667980692], [0.04475955972447611]]	[[0.05893122887206025], [0.14496370028750202], [-0.2969621255925256], [0.19941094457136985], [-0.6770860947352164], [0.3019710100800538], [0.1485551069510692], [-0.41751079116615286], [0.23086305701875734], [-0.21965360174892687]]
45	[[-0.40517881471095124], [-0.3906978931710926], [0.16855516448139846], [-0.41870862238619666], [-0.10602492088029435], [0.17573797604525143], [0.40645598791450605], [-0.30055026049699507], [0.39334727388382457], [0.16453997479895544]]	[[0.28508260723923373], [-0.08347081416202821], [0.11584974125269752], [-0.4296650664141843], [0.37228465361843627], [-0.41709067769389696], [0.4759095226808741], [0.18298156340150024], [-0.04772522826746405], [0.37271567972444736]]
46	[[-0.48936933984928127], [0.7130777330044488], [-0.12686038268710534], [-0.10672983804411403], [-0.06433715678060796], [0.22362176285423108], [0.25457335633590267], [0.1933206378088119], [-0.08330573883998549], [0.2475615265686867]]	[[-0.4119947673141399], [0.535336370489038], [-0.36136511566157203], [-0.2533292000112928], [-0.21670960666391173], [-0.03894782425663936], [-0.2619855268784928], [0.29922182558159477], [-0.37708526231333694], [0.008452979064976197]]
47	[[-0.015465177683302208], [0.5299589364840918], [-0.2508997167220451], [-0.019565884945446966], [-0.2691432374725975], [-0.05758475082729572], [0.47373098153606236], [0.4628217172641854], [-0.04405808156594002], [0.3731630702791192]]	[[0.04469563876542795], [0.5125548612976188], [-0.34816071491386524], [-0.09668130176936052], [-0.427168445596698], [0.14269270546054372], [0.5189497544265568], [0.2325874623825833], [0.1296227665815735], [0.248364108751676]]
48	[[0.23272871438557458], [-0.08108580753015379], [-0.10724464821977277], [-0.5052620101112532], [0.4193895430415118], [0.44886092570758174], [0.13321133321585676], [-0.10895242449842851], [0.26492737080045736], [0.4419334820355472]]	[[0.20464234440135798], [-0.2279354140939914], [-0.2610230473550039], [-0.5575371388533771], [0.46804346198464114], [0.36062673425781927], [0.20594973635229707], [-0.07186927008693383], [0.1496177003049801], [0.328791726674237]]
49	[[-0.45272390553508807], [0.4692705858251944], [-0.30995861415424925], [-0.470777430559449], [-0.2398454641658958], [0.3958627424270576], [-0.0202976375621831], [-0.16748870192989157], [0.08437770198132262], [0.08545898164918805]]	[[0.29364790025072585], [0.34355802643921435], [0.13778003574293515], [0.4351064047723594], [-0.0030850266306133266], [-0.002385138869522189], [0.0938195146671735], [-0.4768436236582443], [0.06480343390491398], [0.5891020602117794]]
50	[[0.34795127989216734], [0.16125977549786438], [-0.27313330721927614], [0.27859685745846235], [-0.0008788495901761636], [0.5590623926284076], [-0.0236204818876155], [0.2613288204120495], [0.35615808617115147], [-0.43869851380401875]]	[[0.4337335984986137], [-0.33492196271053815], [0.15210584516708936], [-0.11971650988614746], [0.12924329206462912], [-0.45018105551881954], [-0.3012466966166432], [-0.43743515752459733], [0.3176865022892346], [0.2446295142960697]]
51	[[-0.2505263956654169], [0.17421939410008672], [-0.5449956613760365], [-0.5868058962487895], [-0.19051118496707936], [-0.01344553787971278], [0.15916921325707564], [0.25393270588731465], [0.10186826307011687], [-0.3589618396539624]]	[[-0.5016134611886102], [0.21671422871443338], [0.2525094871562373], [-0.4686229750259786], [0.07040228035275392], [-0.021456286317487354], [-0.252165740571588], [-0.014902720786062126], [0.4815591288052058], [-0.34194245884228314]]
52	[[-0.39035660483568385], [0.16019931198527484], [0.2686543289651401], [-0.1264969839609419], [-0.6386894808868103], [0.2462954515999901], [-0.3410696802362058], [-0.09944319266233682], [-0.36839310616670584], [0.05713674464748094]]	[[-0.5278516333837168], [0.11531360858183193], [0.4171249149725591], [-0.5073452805384803], [0.2552486466554159], [-0.03278973776482929], [0.1778877156458486], [-0.013333744791136793], [-0.42164426369269215], [0.02915895539162643]]
53	[[-0.49061368683077644], [0.4137072846171755], [0.31928710832344165], [0.13335738776862116], [-0.4573877530402872], [-0.027147129806637367], [0.29660985692764336], [-0.310355714335537], [0.0908632330013604], [0.2567514663798078]]	[[-0.4633394419825134], [0.32187715348480134], [0.28771969184517426], [0.3590509690476656], [-0.4218126104652632], [-0.3452282583825404], [-0.04459882731800424], [-0.05094457046183726], [-0.13331617463053952], [0.38800180967250697]]
54	[[0.24753810168646306], [0.36108547050662493], [-0.5636692087026729], [-0.18639463395829184], [-0.1116170804974632], [0.3194684563567059], [0.36627507871342135], [-0.3433127695526903], [0.15377897755682882], [0.2562980736680041]]	[[-0.030320646973048437], [0.3896220735313451], [-0.5926229927239887], [-0.4876351492651514], [-0.034932635468213014], [0.10951996524047161], [-0.27629007382781795], [-0.2575875407749022], [-0.2695257289322292], [0.17244904017873205]]
55	[[0.3360304672318502], [-0.23017567696888244], [-0.3703204291490921], [-0.46451850536701084], [0.3189349215993949], [0.3341803582515535], [-0.44790674801823305], [-0.013398677449424317], [-0.23609422658617396], [-0.1060733773788524]]	[[0.028760894680883057], [0.5229352633218861], [0.28885993130686993], [0.48734678686402283], [-0.08630775131769772], [0.03642764257463103], [0.5452742524372044], [-0.19276070406442974], [0.08191985753181324], [0.23408760579933716]]
56	[[0.42113356465738905], [0.01260182435805607], [-0.08377065362014328], [-0.4146048773460584], [-0.40270428345113113], [-0.3378598689065469], [0.29124436712365465], [0.03339625325646256], [0.4016873717169049], [-0.34635476231405027]]	[[0.07763004565115722], [-0.26301808555462936], [0.484962340792419], [0.3848209130177411], [0.3721188913229534], [0.249014144894549], [0.32064297024862315], [0.2816899305891456], [-0.1926244175228014], [-0.3489608063558764]]
57	[[-0.11438752915134989], [-0.4088775852114925], [-0.15250353197559433], [0.2696218397754355], [0.39180309790073076], [-0.47695701414831115], [-0.0285981819277454], [0.2231644755375127], [-0.07641254485111854], [-0.5350930505111557]]	[[0.15297049165461002], [0.2835666630082822], [0.015148072578004794], [-0.09377937558124791], [0.14226534768039503], [0.43639401342604695], [0.5311107400146555], [-0.19476574289028248], [-0.4905553845893708], [0.34033788902970585]]
58	[[0.032570469757487105], [-0.30170577254010716], [-0.47989069350868524], [-0.14287899668965678], [-0.44466884525304506], [0.16572494967050566], [0.2731268275316693], [-0.48439900815359693], [-0.2723670271742643], [0.22041711483695317]]	[[-0.3881118737708673], [0.4015148370377525], [-0.11259735646200916], [0.20374981099109862], [0.1606336326014772], [0.39245236670299494], [-0.0324750223663168], [-0.3692690491358967], [0.40624296011805183], [0.38947815662633123]]
59	[[-0.30672512684743114], [-0.2262968715509312], [0.24729424574435988], [0.38831115138346517], [-0.2874916786978368], [-0.17952300978714059], [-0.35244130351274994], [0.3618169071021638], [-0.4728596152070973], [-0.22173608068057837]]	[[0.030891568131418128], [0.48099649966904645], [-0.40775541592662], [-0.320086470502405], [0.13456997789160455], [-0.31259828395856737], [0.11380875577592142], [0.055232459326712884], [0.5152749867035308], [-0.31879478516418214]]
60	[[0.17649819050919338], [-0.5109813281371786], [-0.3191273490379726], [-0.2665240377750497], [0.08827765232294614], [-0.4254496767125312], [-0.2555944058221078], [0.06193175845367985], [0.4680188546375451], [0.24054746064512195]]	[[0.44202328928530493], [-0.5087397817885845], [-0.08194941151158226], [-0.1286197377138524], [0.024140271762800508], [-0.056609790223057455], [-0.253696241707545], [0.3423707399712457], [0.4439151057183641], [-0.3743166498816343]]
61	[[0.3403428743032759], [0.2962485613763396], [0.539171352538653], [-0.5549077775589247], [0.0336305342474771], [-0.21669492437389426], [0.13834505357755197], [0.3224542345434268], [0.007647267476006515], [0.16282769356684038]]	[[0.03292051918831819], [0.3954235239056914], [-0.4111266675496398], [0.39228668897400043], [0.08013194124207465], [-0.17762295120030008], [-0.3562300933113499], [0.13584764337838307], [0.26857013726105144], [-0.5139913151220549]]
62	[[0.0946409378079341], [-0.40367369980118295], [0.0480831066384242], [-0.4708766238748643], [0.07567181030739313], [-0.021107498303809775], [-0.2231862439997851], [0.37128222406528516], [-0.4111788068647392], [0.49107179407059903]]	[[-0.40187350959743756], [-0.33937487253225784], [-0.21397679681303008], [0.18319342568488073], [-0.08754692341214748], [0.48929972430125257], [-0.5700339623809452], [-0.037335168023695256], [0.15098564055592156], [-0.21856005283594399]]
63	[[-0.25685148720918655], [0.2734685608857509], [0.25045705941140695], [0.437112769510538], [0.02769755315626798], [-0.3071461379958196], [-0.11964288382131086], [-0.4625247279880032], [-0.3679702542873222], [0.3830070386050364]]	[[0.4137326814032727], [0.01525101925840283], [-0.357815236288687], [-0.13929955997354634], [-0.06288067240056346], [0.29534480482551945], [-0.5103769393545377], [-0.29521518933381447], [-0.47658129652251896], [-0.12331938569796606]]
